Date Completed,Manufacturer,Model,Physical Class (Engine),# Engines,AAC,ADG,TDG,"Approach Speed
(Vref)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",MTOW,"Max Ramp
Max Taxi",Main Gear Config,ICAO Code,Wake Category,ATCT Weight Class,Years Manufactured
2018-07-03,Acro Sport,Acro Sport,Piston,1.0,A,I,,55.9,19.583333333333332,no winglets,17.5,6.0,,,,1350.0,1520.0,S,ACRO,L,Small Eqpt,
2018-07-03,Acro Sport,Super Acro Sport,Piston,1.0,A,I,,55.9,19.583333333333332,no winglets,17.5,,,,,1350.0,1350.0,S,ACRO,L,Small Eqpt,
2018-07-03,Acro Sport,Cougar,Piston,1.0,A,I,,45.5,20.5,no winglets,18.916666666666668,5.5,,,,1250.0,1250.0,S,COUG,L,Small Eqpt,
2018-06-01,Acro Sport,Acro Sport II,Piston,1.0,A,I,,59.800000000000004,21.666666666666668,no winglets,18.854166666666668,6.645833333333333,,,,1520.0,1520.0,S,ACR2,L,Small Eqpt,
2018-07-03,Acro Sport,Junior Ace,Piston,1.0,A,I,,49.4,26.5,no winglets,18.0,,,,,1225.0,1225.0,S,JACE,L,Small Eqpt,
2018-07-03,Acro Sport,Super Ace,Piston,1.0,A,I,,49.4,27.291666666666668,no winglets,18.5,6.5,,,,1030.0,1030.0,S,SACE,L,Small Eqpt,
2018-07-03,Adam Aircraft Industries,A-500,Piston,2.0,B,I,1A,97.5,44.0,small winglets,37.5,9.583333333333334,10.104166666666666,10.104166666666666,11.708333333333334,7000.0,7050.0,S,A500,L,,
2018-07-03,Adam Aircraft Industries,A-700 AdamJet,Jet,2.0,B,I,,94.9,44.0,small winglets,40.75,9.583333333333334,,,,7600.0,7650.0,S,A700,L,,
2018-05-31,Aeritalia,G222,Turboprop,2.0,B,III,1B,109.2,94.16666666666667,no winglets,74.45833333333333,32.145833333333336,20.4375,20.4375,12.041666666666666,61730.0,61730.0,2S,G222,M,,
2018-07-03,Aermacchi / Macchi,SIAI-Marchetti SF.260 (now Leonardo SF-260),Piston,1.0,A,I,,74.10000000000001,26.979166666666668,no winglets,23.0,8.5,,,,2866.0,,S,F260,L,,
2018-07-03,Aermacchi / Macchi,M-346 Master,Jet,1.0,C,I,,123.5,31.891666666666666,no winglets,37.6875,16.104166666666668,,,,20945.0,20945.0,S,M346,M,,
2018-07-03,Aermacchi / Macchi,MB-308,Piston,1.0,A,I,,61.1,32.833333333333336,no winglets,21.416666666666668,7.166666666666667,,,,1433.0,1433.0,S,M308,L,,
2018-07-03,Aermacchi / Macchi,MB-326,Jet,1.0,B,I,,102.7,34.666666666666664,tip tanks,34.9375,12.208333333333334,,,,8300.0,8300.0,S,M326,L,,
2018-07-03,Aermacchi / Macchi,MB-339,Jet,1.0,B,I,,104.0,35.625,tip tanks,36.0,13.104166666666666,,,,13000.0,13000.0,S,M339,L,,
2018-07-03,Aermacchi / Macchi,AM-3CM Bosbok,Piston,1.0,A,I,,61.1,38.5,no winglets,28.666666666666668,8.916666666666666,,,,3748.0,3748.0,S,AM3,L,,
2018-07-03,Aermacchi / Macchi,AL-60-B2,Piston,1.0,A,I,,61.1,38.833333333333336,no winglets,28.0,10.666666666666666,,,,3849.0,3849.0,S,LA60,L,,
2018-07-03,Aermacchi / Macchi,M-290 TP Redigo,Turboprop,1.0,A,I,,65.0,39.333333333333336,up-angled,28.0,10.5,,,,4190.0,4190.0,S,L90,L,,
2018-04-11,Aero Boero,AB-95,Piston,1.0,A,I,,33.800000000000004,34.1875,no winglets,22.625,7.208333333333333,,,,1543.0,1543.0,S,AB95,L,,
2018-04-11,Aero Boero,AB-115 BS,Piston,1.0,A,I,,46.800000000000004,35.166666666666664,no winglets,23.854166666666668,6.875,,,,1697.0,1697.0,S,AB11,L,,
2018-04-11,Aero Boero,AB-150 Ag,Piston,1.0,A,I,,52.0,35.166666666666664,no winglets,23.833333333333332,6.916666666666667,,,,2207.0,2207.0,S,AB15,L,,
2018-04-11,Aero Boero,AB-180 RVR,Piston,1.0,A,I,,52.0,35.375,no winglets,23.229166666666668,6.729166666666667,,,,1962.0,1962.0,S,AB18,L,,
2018-07-03,Aero Commander Aircraft,A-9 Quail Commander (A9B-M),Piston,1.0,A,I,,60.0,34.75,no winglets,24.0,7.666666666666667,,,,3800.0,3800.0,S,CLB1,L,,
2018-06-29,Aero Commander Aircraft,680-T Turbo Commander,Turboprop,2.0,B,I,1A,97.5,44.05833333333333,no winglets,41.47666666666667,14.5,16.708333333333332,16.708333333333332,12.924166666666666,8950.0,9000.0,S,AC80,L,,
2018-06-29,Aero Commander Aircraft,680-V Turbo Commander,Turboprop,2.0,B,I,1A,97.5,44.05833333333333,no winglets,41.47666666666667,14.5,16.708333333333332,16.708333333333332,12.924166666666666,9400.0,9450.0,S,AC80,L,,
2018-06-29,Aero Commander Aircraft,680-W Turbo Commander,Turboprop,2.0,B,I,1A,97.5,44.05833333333333,no winglets,42.97666666666667,14.5,16.708333333333332,16.708333333333332,12.924166666666666,9400.0,9450.0,S,AC80,L,,
2018-06-29,Aero Commander Aircraft,685 Commander,Piston,2.0,B,I,2A,97.5,44.083333333333336,no winglets,43.0,15.0,17.791666666666668,17.791666666666668,15.416666666666666,9000.0,9050.0,S,AC6L,L,,
2018-07-03,Aero Commander Aircraft,1121 Jet Commander,Jet,2.0,C,I,1B,128.70000000000002,44.791666666666664,no winglets,55.583333333333336,15.791666666666666,,25.0,12.0,16800.0,17100.0,S,JCOM,M,,
2018-06-29,Aero Commander Aircraft,681 Hawk Commander,Turboprop,2.0,B,I,2A,100.10000000000001,46.55,no winglets,44.354166666666664,14.945833333333333,17.791666666666668,17.791666666666668,15.416666666666666,9400.0,9450.0,S,AC80,L,,
2018-06-29,Aero Commander Aircraft,690/690-A Twin Commander,Turboprop,2.0,B,I,2A,100.10000000000001,46.55,no winglets,44.354166666666664,14.945833333333333,17.791666666666668,17.791666666666668,15.416666666666666,10250.0,10300.0,S,AC90,L,,
2018-06-29,Aero Commander Aircraft,690-B Twin Commander,Turboprop,2.0,B,I,2A,100.10000000000001,46.55,no winglets,44.354166666666664,14.945833333333333,17.791666666666668,17.791666666666668,15.416666666666666,10325.0,10375.0,S,AC90,L,,
2018-06-29,Aero Commander Aircraft,500-A Commander,Piston,2.0,A,II,1A,76.7,49.041666666666664,no winglets,36.8125,14.5,13.983333333333334,13.983333333333334,12.916666666666666,6250.0,6250.0,S,AC50,L,,
2018-06-29,Aero Commander Aircraft,500-B Commander,Piston,2.0,A,II,1A,76.7,49.041666666666664,no winglets,36.8125,14.5,13.983333333333334,13.983333333333334,12.916666666666666,6750.0,6750.0,S,AC50,L,,
2018-06-29,Aero Commander Aircraft,500U/500S Shrike Commander,Piston,2.0,A,II,1A,76.7,49.041666666666664,no winglets,36.8125,14.5,13.983333333333334,13.983333333333334,12.916666666666666,6750.0,6750.0,S,AC50,L,,
2018-06-29,Aero Commander Aircraft,520 Twin Commander,Piston,2.0,A,II,1A,64.35000000000001,49.041666666666664,no winglets,36.8125,14.5,13.983333333333334,13.983333333333334,12.916666666666666,5700.0,5700.0,S,AC52,L,,
2018-06-29,Aero Commander Aircraft,560 and 560-A Twin Commander,Piston,2.0,A,II,1A,82.42,49.041666666666664,no winglets,36.8125,14.5,13.983333333333334,13.983333333333334,12.916666666666666,6000.0,6000.0,S,AC56,L,,
,Aero Commander Aircraft,560-F Commander,Piston,2.0,A,II,2A,76.7,49.041666666666664,no winglets,,,16.708333333333332,16.708333333333332,15.416666666666666,7500.0,7500.0,S,AC56,L,,
,Aero Commander Aircraft,680 Commander,Piston,2.0,A,II,2A,76.7,49.041666666666664,no winglets,,,16.708333333333332,16.708333333333332,15.416666666666666,7000.0,7000.0,S,AC68,L,,
,Aero Commander Aircraft,680-F Commander,Piston,2.0,A,II,2A,76.7,49.041666666666664,no winglets,,,16.708333333333332,16.708333333333332,15.416666666666666,8000.0,8000.0,S,AC68,L,,
,Aero Commander Aircraft,"680-FL Grand Commander and 680-FL(P) Pressurized Grant Commander (in 1969 the FL(P) was dropped from production and FL aircraft named ""Courser"")",Piston,2.0,A,II,2A,76.7,49.041666666666664,no winglets,,,16.708333333333332,16.708333333333332,15.416666666666666,8500.0,8500.0,S,AC6L,L,,
2018-06-29,Aero Commander Aircraft,500 Commander,Piston,2.0,A,II,1A,76.7,51.70833333333333,no winglets,36.8125,14.5,13.983333333333334,13.983333333333334,12.916666666666666,6000.0,6000.0,S,AC50,L,,
2018-06-29,Aero Commander Aircraft,560-E Commander,Piston,2.0,A,II,1A,76.7,51.70833333333333,no winglets,36.8125,14.5,13.983333333333334,13.983333333333334,12.916666666666666,6500.0,6500.0,S,AC56,L,,
,Aero Commander Aircraft,680-E Commander,Piston,2.0,A,II,1A,76.7,51.70833333333333,no winglets,24.2,,13.983333333333334,13.983333333333334,12.916666666666666,7500.0,7500.0,S,AC68,L,,
,Aero Commander Aircraft,720 Alti Cruiser,Piston,2.0,A,II,2A,80.60000000000001,51.70833333333333,no winglets,,,17.791666666666668,17.791666666666668,15.416666666666666,7500.0,7500.0,S,AC72,L,,
2018-06-29,Aero Commander Aircraft,690-C JetProp 840,Turboprop,2.0,B,II,2A,97.5,52.1225,small winglets,42.97666666666667,14.945833333333333,17.791666666666668,17.791666666666668,15.416666666666666,10325.0,10375.0,S,AC90,L,,
2018-06-29,Aero Commander Aircraft,690-D JetProp 900,Turboprop,2.0,B,II,2A,100.10000000000001,52.1225,small winglets,42.97666666666667,14.945833333333333,17.791666666666668,17.791666666666668,15.416666666666666,10700.0,10775.0,S,AC90,L,,
2018-06-19,Aero Commander Aircraft,695 JetProp 900 (the 840 with 733 shp),Turboprop,2.0,B,II,2A,97.5,52.1225,small winglets,42.97666666666667,14.945833333333333,17.791666666666668,17.791666666666668,15.416666666666666,10325.0,10375.0,S,AC90,L,,
2018-06-19,Aero Commander Aircraft,695-A JetProp Commanger 1000,Turboprop,2.0,B,II,2A,100.10000000000001,52.1225,no winglets,42.97666666666667,14.945833333333333,17.791666666666668,17.791666666666668,15.416666666666666,11200.0,11250.0,S,AC95,L,,
2018-06-19,Aero Commander Aircraft,695-B JetProp Commanger 1000,Turboprop,2.0,B,II,2A,100.10000000000001,52.1225,no winglets,42.97666666666667,14.945833333333333,17.791666666666668,17.791666666666668,15.416666666666666,11750.0,11800.0,S,AC95,L,,
,Aero Commander Aircraft,A-9 Sparrow Commanger,,,No Value,No Value,,,,,,,,,,,,,A9,L,,
,Aero Commander Aircraft,Commander 100,,,No Value,No Value,,,,,,,,,,,,,VO10,L,,
,Aero Commander Aircraft,Commander 200,,,No Value,No Value,,,,,,,,,,,,,M200,L,,
,Aero Commander Aircraft,S-2 Ag Commander,,,No Value,No Value,,,,,,,,,,,,,SS2P,L,,
2017-09-18,Aero Spacelines,B-377-SG/SGT Super Guppy,Turboprop,4.0,C,IV,,130.0,156.25,no winglets,143.83333333333334,48.5,,,,170000.0,,D,SGUP,L,,
2018-01-10,Aero Vodochody,Aero L-39 Albatros (L-39C),Jet,1.0,B,I,,109.2,31.041666666666668,tip tanks,39.791666666666664,15.645833333333334,,,,10362.0,,S,L39,L,,
2018-01-10,Aero Vodochody,Aero L-159 Alca (L-159A),Jet,1.0,C,I,,130.0,31.291666666666668,tip tanks,41.729166666666664,16.0,,,,17637.0,,S,L159,M,,
2018-01-10,Aero Vodochody,Aero L-59 Super Albatros (L-59E),Jet,1.0,C,I,,130.0,31.291666666666668,tip tanks,40.020833333333336,15.645833333333334,,,,15432.0,,S,L59,L,,
2018-01-10,Aero Vodochody,Aero L-29 Delfin,Jet,1.0,B,I,,92.3,33.75,tip tanks,35.458333333333336,10.25,,,,7804.0,,S,L29,L,,
2018-01-10,Aero Vodochody,Aero L-60 Brigadyr,Piston,1.0,A,I,,36.4,45.791666666666664,no winglets,28.0,8.916666666666666,,,,3439.0,,S,L60,L,,
2018-01-10,Aero Vodochody,"Aero 45, Aero 145",Piston,2.0,A,I,,78.0,46.208333333333336,no winglets,25.5,7.5,,,,3527.0,,S,AE45,L,,
,Aero Vodochody,Aero Ae-270 Ibis,,,No Value,No Value,,,,,,,,,,,,,A270,L,,
,Aero Vodochody,Aero L-159 Albatros 2,,,No Value,No Value,,,,,,,,,,,,,L159,M,,
,Aero Vodochody,S-102,,,No Value,No Value,,,,,,,,,,,,,MG15,L,,
,Aero Vodochody,S-103,,,No Value,No Value,,,,,,,,,,,,,MG15,L,,
2018-01-10,Aeromere,F8L Falco (Laberda Super Falco Series IV),Piston,1.0,A,I,,68.9,26.25,no winglets,21.333333333333332,7.5,,,,1808.0,1808.0,S,,,,
2018-02-22,Aeronca,"7AC Champion (""Champ"")",Piston,1.0,A,I,,42.9,35.0,no winglets,21.5,7.0,,,,1320.0,1320.0,S,CH7A,L,Small Eqpt,
2018-02-22,Aeronca,7EC Traveler,Piston,1.0,A,I,,42.9,35.0,no winglets,21.5,7.0,,,,1450.0,1450.0,S,,,Small Eqpt,
2018-05-29,Aeronca,11 Chief,Piston,1.0,A,I,,49.4,36.0,no winglets,20.833333333333332,6.833333333333333,,,,1250.0,1250.0,S,AR11,L,Small Eqpt,
2018-05-29,Aeronca,15 Sedan,Piston,1.0,A,I,,59.800000000000004,37.5,no winglets,25.25,10.333333333333334,,,,2050.0,2050.0,S,AR15,L,Small Eqpt,
2018-04-11,Aeroprogress Inc.,T-411 Wolverine,Piston,1.0,A,I,,45.5,41.333333333333336,no winglets,30.708333333333332,8.5,,,,4400.0,,S,,L,,
2017-09-18,Aerospatiale,SN 601 Corvette,Jet,2.0,B,I,,118.0,42.208333333333336,tip tanks,45.375,13.875,,,,14550.0,,S,S601,,,
2017-09-18,Aerospatiale,Nord 262A,Jet,2.0,A,II,,89.7,71.83333333333333,no winglets,63.25,20.333333333333332,,,,22710.0,,S,N262,,,
2017-09-18,Aerospatiale (Sud Aviation),SE 210 Caravelle III,Jet,2.0,C,III,,127.0,112.5,no winglets,101.7,28.61,,,,123460.0,,2D,S210,,,
,Aerospatiale / SNIAS,AS-332 Mk1 Super Puma,,,No Value,No Value,,,,,,,,,,,,,AS32,M,,
,Aerospatiale / SNIAS,AS-332 Mk2 Super Puma,,,No Value,No Value,,,,,,,,,,,,,AS3B,M,,
,Aerospatiale / SNIAS,AS-350 AStar,,,No Value,No Value,,,,,,,,,,,,,AS50,L,,
,Aerospatiale / SNIAS,AS-350 Ecureuil,,,No Value,No Value,,,,,,,,,,,,,AS50,L,,
,Aerospatiale / SNIAS,AS-350 SuperStar,,,No Value,No Value,,,,,,,,,,,,,AS50,L,,
,Aerospatiale / SNIAS,AS-355 Ecureuil 2,,,No Value,No Value,,,,,,,,,,,,,AS55,L,,
,Aerospatiale / SNIAS,AS-355 TwinStar,,,No Value,No Value,,,,,,,,,,,,,AS55,L,,
,Aerospatiale / SNIAS,AS-365 Dauphin 2 / AS-366 Dolphin,,,No Value,No Value,,,,,,,,,,,,,AS65,L,,
,Aerospatiale / SNIAS,AS-532 Mk1 Cougar,,,No Value,No Value,,,,,,,,,,,,,AS32,M,,
,Aerospatiale / SNIAS,AS-532 Mk2 Cougar,,,No Value,No Value,,,,,,,,,,,,,AS3B,M,,
,Aerospatiale / SNIAS,AS-550 Fennec,,,No Value,No Value,,,,,,,,,,,,,AS50,L,,
,Aerospatiale / SNIAS,AS-555 Fennec,,,No Value,No Value,,,,,,,,,,,,,AS55,L,,
,Aerospatiale / SNIAS,AS-565 Panther,,,No Value,No Value,,,,,,,,,,,,,AS65,L,,
,Aerospatiale / SNIAS,CM-170R Magister,,,No Value,No Value,,,,,,,,,,,,,FOUG,L,,
,Aerospatiale / SNIAS,Fr,,,No Value,No Value,,,,,,,,,,,,,N262,M,,
,Aerospatiale / SNIAS,N-262 Fr,,,No Value,No Value,,,,,,,,,,,,,N262,M,,
,Aerospatiale / SNIAS,SA-315 Lama,,,No Value,No Value,,,,,,,,,,,,,LAMA,L,,
,Aerospatiale / SNIAS,SA-316 / SA-319 Alouette 3,,,No Value,No Value,,,,,,,,,,,,,ALO3,L,,
,Aerospatiale / SNIAS,SA-318 Alouette 2,,,No Value,No Value,,,,,,,,,,,,,ALO2,L,,
,Aerospatiale / SNIAS,SA-321 Super Frelon,,,No Value,No Value,,,,,,,,,,,,,FREL,M,,
,Aerospatiale / SNIAS,SA-330 Puma,,,No Value,No Value,,,,,,,,,,,,,PUMA,L,,
,Aerospatiale / SNIAS,SA-341 / SA-342 Gazelle,,,No Value,No Value,,,,,,,,,,,,,GAZL,L,,
,Aerospatiale / SNIAS,SA-360 Dauphin,,,No Value,No Value,,,,,,,,,,,,,S360,L,,
,Aerospatiale / SNIAS,SA-365C Dauphin 2,,,No Value,No Value,,,,,,,,,,,,,S65C,L,,
,Aerospatiale / SNIAS,SE-210 Caravelle,,,No Value,No Value,,,,,,,,,,,,,S210,M,,
,Aerospatiale / SNIAS,SN-601 Corvette,,,No Value,No Value,,,,,,,,,,,,,S601,L,,
,Aerospatiale / SNIAS,TB-30 Epsilon,,,No Value,No Value,,,,,,,,,,,,,TB30,L,,
,Aerostar,Yak-52,,,No Value,No Value,,,,,,,,,,,,,YK52,L,,
2017-11-03,Aerostar Aircraft Corp,600/600A/600E Aerostar (see Piper PA-60/61),Piston,2.0,B,I,1A,96.2,34.166666666666664,no winglets,34.8125,12.125,11.666666666666666,11.666666666666666,10.208333333333334,5500.0,5525.0,S,,,,
,Aerotek,S-1S,,,No Value,No Value,,,,,,,,,,,,,PTS1,L,Small Eqpt,
,Aerotek,S-1T,,,No Value,No Value,,,,,,,,,,,,,PTS1,L,Small Eqpt,
,Aerotek,S-2A,,,No Value,No Value,,,,,,,,,,,,,PTS2,L,Small Eqpt,
,Aerotek,S-2B,,,No Value,No Value,,,,,,,,,,,,,PTS2,L,Small Eqpt,
,Aerotek,S-2S,,,No Value,No Value,,,,,,,,,,,,,PTS2,L,Small Eqpt,
,AESL,Airtourer,,,No Value,No Value,,,,,,,,,,,,,TOUR,L,,
,AESL,CT-4 Airtrainer,,,No Value,No Value,,,,,,,,,,,,,CT4,L,,
,Ag-Cat,G-164 Super Turbine,,,No Value,No Value,,,,,,,,,,,,,G64T,L,,
,Agusta / AgustaWestland,A-109,,,No Value,No Value,,,,,,,,,,,,,A109,L,,
,Agusta / AgustaWestland,A-119 Koala,,,No Value,No Value,,,,,,,,,,,,,A119,L,,
,Agusta / AgustaWestland,A-129 Mangusta,,,No Value,No Value,,,,,,,,,,,,,A129,L,,
,Agusta / AgustaWestland,AB139 / AW139,,,No Value,No Value,,,,,,,,,,,,,A139,L,,
,Agusta / AgustaWestland,AB-206 JetRanger / LongRanger,,,No Value,No Value,,,,,,,,,,,,,B06,L,,
,Agusta / AgustaWestland,AB-212,,,No Value,No Value,,,,,,,,,,,,,B212,L,,
,Agusta / AgustaWestland,AB-412 Griffon,,,No Value,No Value,,,,,,,,,,,,,B412,L,,
,Agusta / AgustaWestland,AB-47G,,,No Value,No Value,,,,,,,,,,,,,B47G,L,,
,Agusta / AgustaWestland,AB-47J,,,No Value,No Value,,,,,,,,,,,,,B47J,L,,
,Agusta / AgustaWestland,EH-101,,,No Value,No Value,,,,,,,,,,,,,EH10,M,,
,Agusta / AgustaWestland,HH-3,,,No Value,No Value,,,,,,,,,,,,,S61R,M,,
,Agusta / AgustaWestland,SH-3,,,No Value,No Value,,,,,,,,,,,,,S61,M,,
,AIDC,A-CH-1 Chung-Tsing,,,No Value,No Value,,,,,,,,,,,,,CH1,L,,
,AIDC,AT-3 Tzu-Chung,,,No Value,No Value,,,,,,,,,,,,,AT3,M,,
,AIDC,F-5 Chung-Cheng,,,No Value,No Value,,,,,,,,,,,,,F5,M,,
,AIDC,F-CK-1 Ching-Kuo,,,No Value,No Value,,,,,,,,,,,,,CKUO,M,,
,Air Products,Aircoupe,,,No Value,No Value,,,,,,,,,,,,,ERCO,L,,
2017-08-15,Air Tractor,AT-300/301,Piston,1.0,A,I,1B,74.10000000000001,45.0,no winglets,27.0,8.5,24.84,24.84,9.5,5000.0,5000.0,S,AT3P,L,Small Eqpt,
2017-08-15,Air Tractor,AT-302,Piston,1.0,A,I,1B,74.10000000000001,45.104166666666664,no winglets,27.0,8.5,24.84,24.84,9.5,7700.0,7700.0,S,AT3T,L,Small Eqpt,
2017-12-07,Air Tractor,AT-503T,Turboprop,1.0,A,II,1B,76.7,49.104166666666664,no winglets,27.0,8.0,24.84,24.84,11.0,10480.0,10480.0,S,AT5T,L,Small Eqpt,
2017-08-15,Air Tractor,AT-402B,Turboprop,1.0,A,II,1B,74.10000000000001,51.083333333333336,no winglets,30.583333333333332,9.5,28.136666666666667,28.136666666666667,9.5,9170.0,9170.0,S,AT3T,L,Small Eqpt,
2017-08-15,Air Tractor,AT-502B,Turboprop,1.0,A,II,1B,76.7,52.0,no winglets,33.166666666666664,10.25,30.513333333333332,30.513333333333332,11.0,9400.0,9400.0,S,AT5T,L,Small Eqpt,
2017-08-15,Air Tractor,AT-502XP,Turboprop,1.0,A,II,1B,76.7,52.0,no winglets,33.666666666666664,10.5,30.973333333333333,30.973333333333333,11.0,10480.0,10480.0,S,AT5T,L,Small Eqpt,
2017-08-15,Air Tractor,AT-504,Turboprop,1.0,A,II,1B,72.8,52.0,no winglets,33.166666666666664,10.25,30.513333333333332,30.513333333333332,11.0,9600.0,9600.0,S,AT5T,L,Small Eqpt,
2017-08-15,Air Tractor,AT-602,Turboprop,1.0,B,II,1B,92.3,56.0,no winglets,33.5,11.0,30.82,30.82,11.0,12500.0,12500.0,S,AT6T,L,Small Eqpt,
2017-08-15,Air Tractor,AT-802A,Turboprop,1.0,B,II,1B,102.7,59.25,no winglets,36.0,11.125,23.833333333333332,23.833333333333332,11.0,16000.0,16000.0,S,AT8T,L,Small Eqpt,
2017-08-15,Air Tractor,"AT-802F, AT-802F Fire Boss",Turboprop,1.0,B,II,1B,102.7,59.25,no winglets,37.5,11.2,23.833333333333332,23.833333333333332,11.0,16000.0,16000.0,S,AT8T,L,Small Eqpt,
2017-12-07,Air Tractor,AT-802U,Turboprop,1.0,B,II,1B,91.0,59.25,no winglets,37.5,11.2,23.833333333333332,23.833333333333332,11.0,16000.0,16000.0,S,AT8T,L,Small Eqpt,
2016-03-15,Airbus,A318-100,Jet,2.0,C,III,3,121.0,111.88,wingtip fences,103.18,42.29,33.63,42.35,29.36,149914.0,150796.0,D,A318,M,Large Jet Eqpt,
2016-02-29,Airbus,A319-100,Jet,2.0,C,III,3,126.0,111.88,wingtip fences,111.02,39.73,36.23,44.9,29.36,168653.0,169535.0,D,A319,M,Large Jet Eqpt,
2016-02-29,Airbus,A320-200,Jet,2.0,C,III,3,136.0,111.88,wingtip fences,123.27,39.63,41.47,50.2,29.36,171961.0,172842.0,D,A320,M,Large Jet Eqpt,
2016-03-16,Airbus,A321-100,Jet,2.0,C,III,3,140.0,111.88,wingtip fences,146.03,39.7,55.45,44.95,29.43,196211.0,197093.0,D,A321,M,Large Jet Eqpt,
2016-03-16,Airbus,A321-200,Jet,2.0,C,III,3,140.0,111.88,wingtip fences,146.03,39.7,55.45,44.95,29.43,206132.0,207014.0,D,A321,M,Large Jet Eqpt,
2016-02-29,Airbus,A319-100 Sharklet,Jet,2.0,C,III,3,126.0,117.45,winglets,111.02,39.73,36.23,44.9,29.36,168653.0,169535.0,D,A319,M,Large Jet Eqpt,
2016-02-29,Airbus,A319neo Sharklet,Jet,2.0,C,III,3,126.0,117.45,winglets,111.02,39.73,36.23,44.9,29.36,166449.0,167331.0,D,A319,M,Large Jet Eqpt,
2016-02-29,Airbus,A320-200 Sharklet,Jet,2.0,C,III,3,136.0,117.45,winglets,123.27,39.63,41.47,50.2,29.36,171961.0,172842.0,D,A320,M,Large Jet Eqpt,
2016-02-29,Airbus,A320neo Sharklet,Jet,2.0,C,III,3,136.0,117.45,winglets,123.27,39.63,41.47,50.2,29.36,174165.0,175047.0,D,A320,M,Large Jet Eqpt,
2016-03-16,Airbus,A321-100 Sharklet,Jet,2.0,C,III,3,140.0,117.45,winglets,146.03,39.7,55.45,44.95,29.43,196211.0,197093.0,D,A321,M,Large Jet Eqpt,
2016-03-16,Airbus,A321-200 Sharklet,Jet,2.0,C,III,3,140.0,117.45,winglets,146.03,39.7,55.45,44.95,29.43,206132.0,207014.0,D,A321,M,Large Jet Eqpt,
2016-03-16,Airbus,A321neo Sharklet,Jet,2.0,C,III,3,140.0,117.45,winglets,146.03,39.7,55.45,44.95,29.43,206132.0,207014.0,D,A321,M,Large Jet Eqpt,
,Airbus,A400M Atlas,Turboprop,4.0,No Value,IV,,,139.08333333333334,no winglets,148.0,48.25,,,,310852.0,,,,,,
2016-02-29,Airbus,A310-200,Jet,2.0,C,IV,5,139.0,144.02916666666667,no winglets,153.15833333333333,52.32,49.93333333333333,63.9,36.0,317465.0,319449.0,2D,A310,H,Heavy Eqpt,
2016-02-29,Airbus,A310-300,Jet,2.0,C,IV,5,139.0,144.02916666666667,no winglets,153.15833333333333,52.06,49.93333333333333,63.9,36.0,361557.0,363541.0,2D,A310,H,Heavy Eqpt,
2016-02-29,Airbus,A300-100 (A300-B4-100),Jet,2.0,C,IV,5,137.0,147.08,no winglets,175.5,54.86,60.8,75.0,36.1,347227.0,349211.0,2D,A30B,H,Heavy Eqpt,
2016-02-29,Airbus,A300-100/200 (A300-B2-100/200),Jet,2.0,C,IV,5,137.0,147.08,no winglets,175.5,54.86,60.8,75.0,36.1,313056.0,315040.0,2D,A30B,H,Heavy Eqpt,
2016-02-29,Airbus,A300-200 (A300-B4-200),Jet,2.0,C,IV,5,137.0,147.08,no winglets,175.5,54.86,60.8,75.0,36.1,363760.0,365740.0,2D,A30B,H,Heavy Eqpt,
2016-02-29,Airbus,"A300-200 (A300-C4-200, F4-200)",Jet,2.0,C,IV,5,137.0,147.08,no winglets,175.5,54.86,60.8,75.0,36.1,363760.0,365740.0,2D,A30B,H,Heavy Eqpt,
2016-02-29,Airbus,A300-600 (B4/C4-600),Jet,2.0,C,IV,5,137.0,147.13833333333332,wingtip fences,177.43333333333334,54.67,61.03333333333333,75.0,36.0,363760.0,365740.0,2D,A306,H,Heavy Eqpt,
2016-02-29,Airbus,A300-600 (F4-600),Jet,2.0,C,IV,5,137.0,147.13833333333332,wingtip fences,177.41666666666666,54.67,61.03333333333333,75.0,36.0,375887.0,377871.0,2D,A306,H,Heavy Eqpt,
2016-02-29,Airbus,A300-600R (B4-600R),Jet,2.0,C,IV,5,137.0,147.13833333333332,wingtip fences,177.43333333333334,54.67,61.03333333333333,75.0,36.0,378530.0,380518.0,2D,A306,H,Heavy Eqpt,
,Airbus,A300-600ST BelugaST,Jet,2.0,C,IV,,137.0,147.13833333333332,wingtip fences,184.25,56.583333333333336,,,,341713.0,341713.0,2D,A3ST,H,Heavy Eqpt,
2016-03-16,Airbus,A330-200,Jet,2.0,C,V,5,136.0,197.83,winglets,193.57,59.81,72.77000000000001,86.78,41.37,533519.0,535503.0,2D,A332,H,Heavy Eqpt,
2016-03-16,Airbus,A330-200F,Jet,2.0,C,V,5,139.0,197.83,winglets,192.98,57.12,72.77000000000001,86.78,41.37,533519.0,535503.0,2D,A332,H,Heavy Eqpt,
2016-03-16,Airbus,A330-300,Jet,2.0,C,V,5,137.0,197.83,winglets,208.99,56.36,83.27000000000001,97.28,41.37,533519.0,535503.0,2D,A333,H,Heavy Eqpt,
2016-06-09,Airbus,A340-200,Jet,4.0,C,V,5,136.0,197.83,winglets,194.95,55.86,76.25,90.25999999999999,41.37,606271.0,608255.0,2D/D1,A342,H,Heavy Eqpt,
