Date Completed,Manufacturer,Model,Physical Class (Engine),# Engines,AAC,ADG,TDG,"Approach Speed
(Vref)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",MTOW,"Max Ramp
Max Taxi",Main Gear Config,ICAO Code,Wake Category,ATCT Weight Class,Years Manufactured
2017-11-03,Piper,PA-60 Aerostar 702P (700P with reinf nose gear for higher MTOW),Piston,2.0,B,I,1A,104.0,36.666666666666664,no winglets,34.8125,12.666666666666666,11.666666666666666,11.666666666666666,10.208333333333334,6850.0,6884.249999999999,S,AEST,L,Small Eqpt,
2017-11-03,Piper,PA-60 Sequoya (Aerostar 602P) (the Piper version of the 601P),Piston,2.0,B,I,1A,100.10000000000001,36.666666666666664,no winglets,34.8125,12.666666666666666,11.666666666666666,11.666666666666666,10.208333333333334,6000.0,6029.0,S,,,,
2017-11-03,Piper,PA-61B Aerostar 601B (is 601 with increased WS),Piston,2.0,B,I,1A,100.10000000000001,36.666666666666664,no winglets,34.8125,12.125,11.666666666666666,11.666666666666666,10.208333333333334,6000.0,6025.0,S,,,,
2017-11-03,Piper,PA-61P Aerostar 601P (is 601 pressurized + increased gross weight),Piston,2.0,B,I,1A,100.10000000000001,36.666666666666664,no winglets,34.8125,12.666666666666666,11.666666666666666,11.666666666666666,10.208333333333334,6000.0,6025.0,S,,,,
2018-01-17,Piper,J-3 Cub,Piston,1.0,A,I,,42.9,38.0,no winglets,22.416666666666668,6.666666666666667,,,,1220.0,,S,J3,L,Small Eqpt,
2017-11-02,Piper,"PA-44-180 Seminole, -180T Turbo Seminole",Piston,2.0,A,I,1A,66.0,38.604166666666664,no winglets,27.604166666666668,8.5,8.395833333333334,8.395833333333334,10.5,3800.0,3815.0,S,PA44,L,Small Eqpt,
2017-11-02,Piper,"PA-34-220T Seneca III, IV, V",Piston,2.0,A,I,1A,80.60000000000001,38.895833333333336,no winglets,28.625,9.895833333333334,7.0,7.0,11.083333333333334,4750.0,4773.0,S,PA34,L,Small Eqpt,
,Piper,PA-31 Navajo,Piston,2.0,A,I,,79.3,40.666666666666664,no winglets,32.625,13.0,,,,6500.0,6500.0,S,PA31,L,Small Eqpt,
,Piper,PA-31-300 Navajo (turbocharged model unofficially known as -310),Piston,2.0,A,I,,79.3,40.666666666666664,no winglets,32.625,13.0,,,,6000.0,6000.0,S,PA31,L,Small Eqpt,
,Piper,PA-31-325 Navajo C/R,Piston,2.0,B,I,,91.0,40.666666666666664,no winglets,32.625,13.0,,,,6500.0,6500.0,S,PA31,L,Small Eqpt,
,Piper,PA-31-350 Chieftain/T-1020 Navajo C/R,Piston,2.0,B,I,,96.2,40.666666666666664,no winglets,34.625,13.0,,,,7000.0,7000.0,S,PA31,L,Small Eqpt,
,Piper,PA-31P Navajo (pressurized),Piston,2.0,B,I,,94.9,40.666666666666664,no winglets,32.625,13.0,,,,7800.0,7800.0,S,PA31,L,,
,Piper,PA-31P-350 Mojave,Piston,2.0,B,I,,97.5,40.666666666666664,no winglets,32.625,13.0,,,,7200.0,7245.0,S,PA31,L,,
,Piper,PA-31T1-500 Cheyenne I/IA,Piston,2.0,B,I,,92.3,42.6875,tip tanks,34.666666666666664,12.75,,,,8700.0,8750.0,S,PAY1,L,Small Eqpt,
,Piper,PA-31T2 Cheyenne IIXL,Piston,2.0,B,I,,100.10000000000001,42.6875,tip tanks,34.666666666666664,12.75,,,,9474.0,9540.0,S,PAY2,L,Small Eqpt,
,Piper,PA-31T-260 Cheyenne/Cheyenne II,Piston,2.0,B,I,,97.5,42.6875,tip tanks,34.666666666666664,12.75,,,,9000.0,9050.0,S,PAY2,L,Small Eqpt,
,Piper,PA-31T3 T-1040 Airliner,Piston,2.0,B,I,,100.10000000000001,42.6875,tip tanks,34.666666666666664,12.75,,,,9000.0,9050.0,S,PAT4,L,,
2017-11-02,Piper,"PA-46-310P Malibu, -350P Malibu Mirage, 46R-350T Malibu Matrix, M350",Piston,1.0,A,I,1A,75.4,43.0,no winglets,28.895833333333332,11.291666666666666,8.0,8.0,12.291666666666666,4340.0,4358.0,S,PA46,L,Small Eqpt,
2017-11-02,Piper,PA-46-400TP Malibu Meridian,Turboprop,1.0,A,I,1A,78.0,43.0,no winglets,29.604166666666668,11.333333333333334,8.0,8.0,12.291666666666666,4850.0,4892.0,S,P46T,L,Small Eqpt,
2017-11-02,Piper,"PA-46-500TP Malibu Meridian, M500",Turboprop,1.0,A,I,1A,75.4,43.0,no winglets,29.604166666666668,11.333333333333334,8.0,8.0,12.291666666666666,5092.0,5134.0,S,P46T,L,Small Eqpt,
2017-11-02,Piper,"PA-46-600TP Malibu Meridian, M600",Turboprop,1.0,A,I,1A,75.4,43.166666666666664,no winglets,29.604166666666668,11.333333333333334,8.0,8.0,12.291666666666666,6000.0,6050.0,S,P46T,L,Small Eqpt,
2017-11-02,Piper,PA-42-1000 Cheyenne 400 LS (formerly IV),Turboprop,2.0,B,I,2A,109.2,47.666666666666664,tip tanks,43.395833333333336,17.0,10.604166666666666,10.604166666666666,18.75,12050.0,12135.0,S,PAY4,L,Small Eqpt,
2017-11-02,Piper,"PA-42-720 Cheyenne III, IIIA",Turboprop,2.0,B,I,2A,113.10000000000001,47.666666666666664,tip tanks,43.395833333333336,14.75,10.604166666666666,10.604166666666666,18.75,11200.0,11285.0,S,PAY3,,Small Eqpt,
,Piper,PA-32-260 Cherokee Six,Piston,,No Value,Greater than 262' WS,,,,,,,,,,,,,PA32,L,Small Eqpt,
,Piper,108 Station Wagon,,,No Value,No Value,,,,,,,,,,,,,S108,L,,
,Piper,108 Voyager,,,No Value,No Value,,,,,,,,,,,,,S108,L,,
,Piper,J-2 Cub,,,No Value,No Value,,,,,,,,,,,,,J2,L,,
,Piper,J-4 Cub Coupe,,,No Value,No Value,,,,,,,,,,,,,J4,L,,
,Piper,J-5 Cub Cruiser,,,No Value,No Value,,,,,,,,,,,,,J5,L,,
,Piper,L-14 Cub Cruiser,,,No Value,No Value,,,,,,,,,,,,,J5,L,,
,Piper,PA-11 Cub Special,,,No Value,No Value,,,,,,,,,,,,,PA11,L,,
,Piper,PA-12 Super Cruiser,,,No Value,No Value,,,,,,,,,,,,S,PA12,L,,
,Piper,PA-14 Family Cruiser,,,No Value,No Value,,,,,,,,,,,,S,PA14,L,,
,Piper,PA-15 Vagabond,,,No Value,No Value,,,,,,,,,,,,S,PA15,L,,
,Piper,PA-16 Clipper,,,No Value,No Value,,,,,,,,,,,,S,PA16,L,,
,Piper,PA-17 Vagabond,,,No Value,No Value,,,,,,,,,,,,S,PA17,L,,
,Piper,PA-20-115 Pacer,Piston,,No Value,No Value,,,,,,,,,,,,S,PA20,L,Small Eqpt,
,Piper,PA-20-135 Pacer,Piston,,No Value,No Value,,,,,,,,,,,,S,PA20,L,Small Eqpt,
,Piper,PA-20-150 Pacer,Piston,,No Value,No Value,,,,,,,,,,,,S,PA20,L,Small Eqpt,
,Piper,PA-20S Pacer Seaplane,Piston,,No Value,No Value,,,,,,,,,,,,S,PA20,L,Small Eqpt,
,Piper,PA-20S-135 Pacer Seaplane,Piston,,No Value,No Value,,,,,,,,,,,,S,PA20,L,Small Eqpt,
,Piper,PA-22-108 Colt,Piston,,No Value,No Value,,,,,,,,,,,,S,PA22,L,Small Eqpt,
,Piper,PA-22-135 Tri-Pacer,Piston,,No Value,No Value,,,,,,,,,,,,S,PA22,L,Small Eqpt,
,Piper,PA-22-150 Tri-Pacer/Caribbean,Piston,,No Value,No Value,,,,,,,,,,,,S,PA22,L,Small Eqpt,
,Piper,PA-22-160 Tri-Pacer,Piston,,No Value,No Value,,,,,,,,,,,,S,PA22,L,Small Eqpt,
,Piper,PA-22S Tri-Pacer Seaplane,Piston,,No Value,No Value,,,,,,,,,,,,S,PA22,L,Small Eqpt,
,Piper,PA-22S-135 Tri-Pacer Seaplane,Piston,,No Value,No Value,,,,,,,,,,,,S,PA22,L,Small Eqpt,
,Piper,PA-22S-150 Tri-Pacer Seaplane,Piston,,No Value,No Value,,,,,,,,,,,,S,PA22,L,Small Eqpt,
,Piper,PA-22S-160 Tri-Pacer Seaplane,Piston,,No Value,No Value,,,,,,,,,,,,S,PA22,L,Small Eqpt,
,Piper,PA-23-150 Apache,Piston,,No Value,No Value,,,,,,,,,,,,S,PA23,L,,
,Piper,PA-23-160 Apache,Piston,,No Value,No Value,,,,,,,,,,,,S,PA23,L,,
,Piper,PA-23-180 Apache,Piston,,No Value,No Value,,,,,,,,,,,,S,PA23,L,,
,Piper,PA-23-235 Apache,Piston,,No Value,No Value,,,,,,,,,,,,S,PA23,L,,
,Piper,PA-23-250 Aztec,Piston,,No Value,No Value,,,,,,,,,,,,S,PA27,L,Small Eqpt,
,Piper,PA-23-250 Turbo Aztec,Piston,,No Value,No Value,,,,,,,,,,,,S,PA27,L,,
,Piper,PA-24-180 Comanche,Piston,,No Value,No Value,,,,,,,,,,,,S,PA24,L,Small Eqpt,
,Piper,PA-24-250 Comanche,Piston,,No Value,No Value,,,,,,,,,,,,S,PA24,L,Small Eqpt,
,Piper,PA-24-260 Comanche,Piston,,No Value,No Value,,,,,,,,,,,,S,PA24,L,Small Eqpt,
,Piper,PA-24-400 Comanche,Piston,,No Value,No Value,,,,,,,,,,,,S,PA24,L,Small Eqpt,
,Piper,PA-25-235 Pawnee,,,No Value,No Value,,,,,,,,,,,,S,PA25,L,,
,Piper,PA-28R-300 Pill,,,No Value,No Value,,,,,,,,,,,,,PILL,L,Small Eqpt,
,Piper,PA-29 Papoose,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Piper,PA-30 Twin Commanche,Piston,2.0,No Value,No Value,,,,,,,,,,,,,PA30,L,,
,Piper,PA-30B-160 Twin Comanche,,,No Value,No Value,,,,,,,,,,,,,PA30,L,,
,Piper,PA-31T3-500,Piston,,No Value,No Value,,,,,,,,,,,,,PAT4,L,Small Eqpt,
,Piper,PA-32-300L Cherokee Six,Piston,,No Value,No Value,,,,,,,,,,,,,PA32,L,Small Eqpt,
,Piper,PA-32R-300 Cherokee Lance,,,No Value,No Value,,,,,,,,,,,,,P32R,L,,
,Piper,PA-32R-300 Lance,,,No Value,No Value,,,,,,,,,,,,,P32R,L,Small Eqpt,
,Piper,PA-32R-301 Saratoga 2 HP,,,No Value,No Value,,,,,,,,,,,,,P32R,L,,
,Piper,PA-32RT-300 Lance 2,,,No Value,No Value,,,,,,,,,,,,,P32A,,Small Eqpt,
,Piper,PA-32RT-300T/301T Turbo Lance 2,,,No Value,No Value,,,,,,,,,,,,,P32T,L,Small Eqpt,
,Piper,PA-32S-300 Cherokee Six Seaplane,,,No Value,No Value,,,,,,,,,,,,,,,,
,Piper,PA-34 Seneca,Piston,2.0,No Value,No Value,,,,,,,,,,,,,PA34,L,,
,Piper,PA-34-200T Seneca II,Piston,2.0,No Value,No Value,,,,,,,,,,,,,PA34,L,Small Eqpt,
,Piper,PA-36-285 Pawnee Brave 285 (Ag plane),,,No Value,No Value,,,,,,,,,,,,,PA36,L,,
,Piper,PA-36-300 Pawnee Brave 300,,,No Value,No Value,,,,,,,,,,,,,PA36,L,,
,Piper,PA-36-320 Pawnee Brave,,,No Value,No Value,,,,,,,,,,,,,PA36,L,,
,Piper,PA-36-375 Pawnee Brave,,,No Value,No Value,,,,,,,,,,,,,PA36,L,,
,Piper,PA-38-112 Tomahawk,,,No Value,No Value,,,,,,,,,,,,,PA38,L,,
,Piper,PA-39 Twin Comanche C/R,,,No Value,No Value,,,,,,,,,,,,,,,,
,Pitts / Aviat,S-1-11 Super Stinker,,,No Value,No Value,,,,,,,,,,,,,PTSS,L,,
,Pitts / Aviat,S-12 Macho Stinker,,,No Value,No Value,,,,,,,,,,,,,PTMS,L,,
,Pitts / Aviat,S-12 Super Stinker,,,No Value,No Value,,,,,,,,,,,,,PTMS,L,,
,Polikarpov,I-153,,,No Value,No Value,,,,,,,,,,,,,I153,L,,
,Polikarpov,I-15bis,,,No Value,No Value,,,,,,,,,,,,,I15B,L,,
,Polikarpov,I-16,,,No Value,No Value,,,,,,,,,,,,,I16,L,,
,Polikarpov,Po-2,,,No Value,No Value,,,,,,,,,,,,,PO2,L,,
,Potez,60 Sauterelle,,,No Value,No Value,,,,,,,,,,,,,PO60,L,,
,Potez,600 Sauterelle,,,No Value,No Value,,,,,,,,,,,,,PO60,L,,
,Potez,CM-170R Magister,,,No Value,No Value,,,,,,,,,,,,,FOUG,L,,
,Potez,CM-175 Z,,,No Value,No Value,,,,,,,,,,,,,FOUG,L,,
2017-10-30,Progressive Aerodyne,Searey Sport/Elite (Amphibious LSA),Piston,1.0,A,I,,42.9,30.8,no winglets,22.4,6.4,,,,1430.0,1430.0,S,,,Small Eqpt,
,Pützer,Elster,,,No Value,No Value,,,,,,,,,,,,,ELST,L,,
2017-11-03,PZL Mielec,M-20 Mewa (Polish version of Piper PA-34-200T Seneca II),Piston,2.0,A,I,1A,79.3,38.916666666666664,no winglets,28.604166666666668,9.083333333333334,7.0,7.0,11.0625,4563.0,4563.0,S,,,,
2017-11-03,PZL Mielec,M-18 Dromader (an Ag plan) (all versions),Piston,1.0,A,II,1B,76.7,58.0625,no winglets,31.083333333333332,12.145833333333334,20.5,20.5,11.416666666666666,11684.0,11684.0,S,M18,,,
2017-11-03,PZL Mielec,AN-2 Antek,Piston,1.0,A,II,1B,33.800000000000004,59.645833333333336,no winglets,40.6875,13.166666666666666,27.083333333333332,27.083333333333332,11.020833333333334,12125.0,12125.0,S,AN2,,,
2017-11-03,PZL Mielec,M-28 Skytruck (the M28B Bryza is the non-pressurised ver),Turboprop,2.0,A,II,1A,70.0,72.375,no winglets,42.979166666666664,16.083333333333332,14.4375,14.4375,11.166666666666666,15432.0,16534.0,S,,,,
,PZL Mielec,An-2 Antek,,,No Value,No Value,,,,,,,,,,,,,AN2,L,,
,PZL Mielec,An-28 Bryza,,,No Value,No Value,,,,,,,,,,,,,AN28,L,,
,PZL Mielec,CSS-13,,,No Value,No Value,,,,,,,,,,,,,PO2,L,,
,PZL Mielec,LiM-1,,,No Value,No Value,,,,,,,,,,,,,MG15,L,,
,PZL Mielec,LiM-2,,,No Value,No Value,,,,,,,,,,,,,MG15,L,,
,PZL Mielec,LiM-5,,,No Value,No Value,,,,,,,,,,,,,MG17,L,,
,PZL Mielec,LiM-6,,,No Value,No Value,,,,,,,,,,,,,MG17,L,,
,PZL Mielec,M-15 Belphegor,,,No Value,No Value,,,,,,,,,,,,,M15,L,,
,PZL Mielec,M-18 Dromader,,,No Value,No Value,,,,,,,,,,,,,M18,L,,
,PZL Mielec,M-18 Turbine Dromader,,,No Value,No Value,,,,,,,,,,,,,M18T,L,,
,PZL Mielec,M-20,,,No Value,No Value,,,,,,,,,,,,,PA34,L,,
,PZL Mielec,M-28 Bryza,,,No Value,No Value,,,,,,,,,,,,,AN28,L,,
,PZL Mielec,M-28 Skytruck,,,No Value,No Value,,,,,,,,,,,,,M28,M,,
,PZL Mielec,TS-11 Iskra,,,No Value,No Value,,,,,,,,,,,,,TS11,L,,
,PZL Mielec,TS-8 Bies,,,No Value,No Value,,,,,,,,,,,,,TS8,L,,
,PZL Okecie,CSS-13,,,No Value,No Value,,,,,,,,,,,,,PO2,L,,
,PZL Okecie,PZL-101 Gawron,,,No Value,No Value,,,,,,,,,,,,,PZ01,L,,
,PZL Okecie,PZL-102 Kos,,,No Value,No Value,,,,,,,,,,,,,PZ02,L,,
,PZL Okecie,PZL-104 Wilga,,,No Value,No Value,,,,,,,,,,,,,PZ04,L,,
,PZL Okecie,PZL-104M Wilga 2000,,,No Value,No Value,,,,,,,,,,,,,PZ4M,L,,
,PZL Okecie,PZL-105 Flaming,,,No Value,No Value,,,,,,,,,,,,,PZ05,L,,
,PZL Okecie,PZL-106 Kruk,,,No Value,No Value,,,,,,,,,,,,,PZ06,L,,
,PZL Okecie,PZL-106AT Turbo Kruk,,,No Value,No Value,,,,,,,,,,,,,PZ6T,L,,
,PZL Okecie,PZL-110 Koliber,,,No Value,No Value,,,,,,,,,,,,,RALL,L,,
,PZL Okecie,PZL-112 Koliber Junior,,,No Value,No Value,,,,,,,,,,,,,PZ12,L,,
,PZL Okecie,PZL-126 Mr,,,No Value,No Value,,,,,,,,,,,,,PZ26,L,,
,PZL Okecie,PZL-130 Orlik,,,No Value,No Value,,,,,,,,,,,,,PZ3T,L,,
,PZL Okecie,Yak-12,,,No Value,No Value,,,,,,,,,,,,,YK12,L,,
,PZL Swidnik,I-23 Manager,,,No Value,No Value,,,,,,,,,,,,,I23,L,,
,PZL Swidnik,Mi-2,,,No Value,No Value,,,,,,,,,,,,,MI2,L,,
,PZL Swidnik,SW-4,,,No Value,No Value,,,,,,,,,,,,,PSW4,L,,
,PZL Swidnik,W-3 Sok,,,No Value,No Value,,,,,,,,,,,,,W3,L,,
2017-09-07,Quest,Kodiak 100,Turboprop,1.0,A,I,,78.0,45.0,no winglets,34.166666666666664,15.25,,,,7255.0,7305.0,S,,,Small Eqpt,In production
,Quest,Kodiak,,,No Value,No Value,,,,,,,,,,,,,KODI,,,
2022-09-28,Quest,Kodiak 900,,,No Value,No Value,,,,,,,,,,8000.0,,,KODI,,,
,Questair,Venture,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rans Inc.,S-16 Shekari,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rans Inc.,S-19 Venterra,,,No Value,No Value,,,,,,,,,,,,,,,,
,Raytheon,180,,,A,I,,68.0,32.8,,,8.2,,,,2450.0,,S,,,Small Eqpt,
,Raytheon,200,,,A,I,,70.0,32.8,,,8.2,,,,2750.0,,S,,,Small Eqpt,
,Raytheon,A,,,A,I,,72.0,33.5,,,8.6,,,,3650.0,,,,,,
,Raytheon,V,,,A,I,,70.0,33.5,,,6.6,,,,3400.0,,,,,,
,Raytheon,76,,,A,I,,76.0,38.0,,,9.5,,,,3900.0,,,,,,
,Raytheon,C,,,B,I,,107.0,45.9,,,14.4,,,,11300.0,,,,,,
,Raytheon,F,,,B,I,,108.0,45.9,,,15.1,,,,10950.0,,,,,,
,Raytheon,E,,,A,II,,87.0,49.7,,,9.5,,,,9300.0,,,,,,
,Raytheon,300,,,B,II,,103.0,54.06,,,14.04,,,,12500.0,,,,,,
,Raytheon,B,,,B,II,,103.0,54.5,,,15.0,,,,12500.0,,,,,,
,Raytheon,T-6A Texan II,Turboprop,,No Value,No Value,,,,,,,,,,,,,TEX2,,Medium Commuter Eqpt,
,Reims,F406 Caravan 2,,,No Value,No Value,,,,,,,,,,,,,F406,L,,
,Reims,F406 Vigilant,,,No Value,No Value,,,,,,,,,,,,,F406,L,,
,Reims,FT337G Pressurized Skymaster,,,No Value,No Value,,,,,,,,,,,,,P337,L,,
,Reims Aviation,Reims-Cessna F406 Caravan II,,,No Value,No Value,,,,,,,,,,,,,,,,
,Republic,F-47 Thunderbolt,,,No Value,No Value,,,,,,,,,,,,,P47,M,,
,Republic,RC-3 Seabee,,,No Value,No Value,,,,,,,,,,,,,RC3,L,,
,Republic Aviation,P-47 Thunderbolt,,,No Value,No Value,,,,,,,,,,,,,,,,
,Republic Aviation,RC-3 Seabee Amphibious,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,RFB,Fantrainer,,,No Value,No Value,,,,,,,,,,,,,FANT,L,,
,Robin / Apex,Alpha,,,No Value,No Value,,,,,,,,,,,,,R200,L,,
,Robin / Apex,Ambassadeur,,,No Value,No Value,,,,,,,,,,,,,DR10,L,,
,Robin / Apex,DR-200,,,No Value,No Value,,,,,,,,,,,,,D250,L,,
,Robin / Apex,DR-253 Regent,,,No Value,No Value,,,,,,,,,,,,,D253,L,,
,Robin / Apex,HR-100,,,No Value,No Value,,,,,,,,,,,,,HR10,L,,
,Robin / Apex,HR-200,,,No Value,No Value,,,,,,,,,,,,,HR20,L,,
,Robin / Apex,R-1180 Aiglon,,,No Value,No Value,,,,,,,,,,,,,R100,L,,
,Robin / Apex,R-300,,,No Value,No Value,,,,,,,,,,,,,R300,L,,
,Robin / Apex,R-3000,,,No Value,No Value,,,,,,,,,,,,,R300,L,,
,Robin / Apex,R-3100,,,No Value,No Value,,,,,,,,,,,,,R300,L,,
,Robin / Apex,R-3120,,,No Value,No Value,,,,,,,,,,,,,R300,L,,
,Robin / Apex,R-3140,,,No Value,No Value,,,,,,,,,,,,,R300,L,,
,Rockwell,112 Commander 112,,,No Value,No Value,,,,,,,,,,,,,AC11,L,,
,Rockwell,114 Commander 114,,,No Value,No Value,,,,,,,,,,,,,AC11,L,,
,Rockwell,500 Shrike Commander,,,No Value,No Value,,,,,,,,,,,,,AC50,L,,
,Rockwell,685 Commander,,,No Value,No Value,,,,,,,,,,,,,AC6L,L,,
,Rockwell,690 Jetprop Commander 840,,,No Value,No Value,,,,,,,,,,,,,AC90,L,,
,Rockwell,690 Turbo Commander 690,,,No Value,No Value,,,,,,,,,,,,,AC90,L,,
,Rockwell,695 Jetprop Commander 980 / 1000,,,No Value,No Value,,,,,,,,,,,,,AC95,L,,
,Rockwell,B-1 Lancer,,,No Value,No Value,,,,,,,,,,,,,B1,H,,
,Rockwell,Commander 700,,,No Value,No Value,,,,,,,,,,,,,RC70,L,,
,Rockwell,NA-265 Sabre 75,,,No Value,No Value,,,,,,,,,,,,,SBR2,M,,
,Rockwell,NA-265 Sabre 80,,,No Value,No Value,,,,,,,,,,,,,SBR2,M,,
,Rockwell,OV-10 Bronco,,,No Value,No Value,,,,,,,,,,,,,V10,L,,
,Rockwell International,COMMANDER 520,,,B,I,,97.0,44.1,,,14.83,,,,5500.0,,,AC52,,,
,Rockwell International,Turbo Commander 690,,,B,I,,97.0,46.67,,,15.0,,,,10250.0,,,AC90,,,
,Rockwell International,Turbo Commander 680T,,,B,II,,97.0,49.05,,,14.5,,,,8950.0,,,AC80,,,
,Rockwell International,Aero Commander 560,,,B,II,,97.0,49.083333333333336,,,14.5,,,,6500.0,,,AC56,,,
,Rockwell International,Aero Commander 680,,,B,II,,97.0,49.083333333333336,,,14.5,,,,7500.0,,,AC68,,,
,Rockwell International,Commander 695,,,C,II,,121.0,52.2,,,15.0,,,,10325.0,,,AC95,,,
,Rockwell International,B-1,,,D,IV,,165.0,137.0,,,34.0,,,,477000.0,,,B1*,,,
,Rockwell International,Aero Commander 100,,,No Value,No Value,,,,,,,,,,,,,SAVG,L,,
,Rockwell International,Aero Commander 100,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Rockwell International,Aero Commander 200,,,No Value,No Value,,,,,,,,,,,,,Z37T,L,,
,Rockwell International,Aero Commander 500,Piston,2.0,No Value,No Value,,,,,,,,,,,,,Z42,L,,
,Rockwell International,Aero Commander 500,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rockwell International,Aero Commander 520,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rockwell International,Aero Commander 560,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rockwell International,Aero Commander 680FL,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rockwell International,Aero Commander 680FP,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rockwell International,Aero Commander 680FP,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rockwell International,Aero Commander 680FP,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rockwell International,Aero Commander AC-14,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rockwell International,Aero Commander Turbo 680,,,No Value,No Value,,,,,,,,,,,,,,,,
,Rockwell International,Commander 112/112A,,,No Value,No Value,,,,,,,,,,,,,,,,
,ROMBAC,IAR-827 Dacic,,,No Value,No Value,,,,,,,,,,,,,Z43,L,,
,ROMBAC,Rombac 1-11 One-Eleven,,,No Value,No Value,,,,,,,,,,,,,BU81,L,,
,Royal Aircraft Factory,SE-5A Replica,,,No Value,No Value,,,,,,,,,,,,,BU81,L,,
,Ruschmeyer,R-90-230FG,,,No Value,No Value,,,,,,,,,,,,,BU81,L,,
,Ruschmeyer,R-90-230RG,,,No Value,No Value,,,,,,,,,,,,,Z22,L,,
,Ruschmeyer,R-90-420AT,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Rutan,281 Proteus,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Rutan,33 VariEze,,,No Value,No Value,,,,,,,,,,,,,Z37P,L,,
,Rutan,40 Defiant,,,No Value,No Value,,,,,,,,,,,,,Z42,L,,
,Rutan,61 Long-EZ,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Rutan,Cozy,Piston,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Ryan,PT-20,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Ryan,PT-22 Recruit,,,No Value,No Value,,,,,,,,,,,,,Z37P,L,,
,Ryan,ST-3KR Recruit,,,No Value,No Value,,,,,,,,,,,,,Z37T,L,,
,Ryan,ST-A / ST-M / ST-R,,,No Value,No Value,,,,,,,,,,,,,Z42,L,,
,Ryan Aeronautical Company (originally North American NA-145),Navion B (Super 260),Piston,1.0,No Value,No Value,,,,,,,,,,,,,Z43,L,,
2016-03-18,Saab,SF 340,,,B,II,,114.4,70.33333333333333,no winglets,64.75,22.916666666666668,,,,29000.0,,D,SF34,M,Large Commuter Eqpt,
,Saab,2000,Turboprop,2.0,B,III,,120.0,81.25,no winglets,89.5,25.333333333333332,,,,50265.0,,D,SB20,L,Large Commuter Eqpt,
,Saab,2000,Turboprop,2.0,B,III,,120.0,81.25,no winglets,89.5,25.333333333333332,,,,50265.0,,D,SB20,L,Large Commuter Eqpt,
,Saab,105,,,No Value,No Value,,,,,,,,,,,,,Z50,L,,
,Saab,29 / J29,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Saab,32 / J32 Lansen,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Saab,340B,Turboprop,2.0,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Saab,35 / J35 Draken,,,No Value,No Value,,,,,,,,,,,,,Z42,L,,
,Saab,37 / JA37 Viggen,,,No Value,No Value,,,,,,,,,,,,,Z43,L,,
,Saab,39 Gripen,,,No Value,No Value,,,,,,,,,,,,,Z22,L,,
,Saab,91 Safir,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Saab,JA-39 Gripen,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Saab,JAS39 Gripen,,,No Value,No Value,,,,,,,,,,,,,Z42,L,,
,Saab,MFI-15 Safari,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Saab,MFI-17 Supporter,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Sabreliner Corp,Sabreliner 40,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Sabreliner Corp,Sabreliner 60,,,No Value,No Value,,,,,,,,,,,,,Z42,L,,
,Sabreliner Corp,Sabreliner 65,,,No Value,No Value,,,,,,,,,,,,,Z43,L,,
,Sabreliner Corp,Sabreliner 75A,,,No Value,No Value,,,,,,,,,,,,,Z50,L,,
,Sabreliner Corp,Sabreliner 80,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
2022-09-28,SBR1 - North American Rockwell Sabre 40/60,SBR1 - North American Rockwell Sabre 40/60,,,No Value,No Value,,,,,,,,,,17760.0,,,SBR1,,,
,Scheibe Flugzeugbau,SF-24 Motorspatz,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
,Schleicher,ASH-25,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
2016-07-07,Schweizer,269D 333,,,A,I,,79.3,25.166666666666668,no winglets,22.666666666666668,9.4,,,,1950.0,1950.0,S,EDGE,L,,
,Schweizer,269,,,No Value,No Value,,,,,,,,,,,,,Z26,L,,
